Text,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,DayOfWeek,TimePeriod,CleanedText,ComputedSentiment,ExtractedHashtags
"Started a blog sharing the wisdom gained through the years, proving that every day is a chance to learn and grow. #SeniorWisdom #Blog ",2023-07-19 19:45:00, WisdomBloggerSenior ,Instagram, #LifeLessons #SeniorBlog ,22.0,45.0,Uk,2023,7,19,19,Wednesday,Evening,started a blog sharing the wisdom gained through the years proving that every day is a chance to learn and grow,Neutral,"['#LifeLessons', '#SeniorBlog']"
"Participated in a charity run, proving that age is no barrier to supporting meaningful causes. #CharityRun #SeniorRunner ",2023-07-20 17:00:00, SeniorCharityRunner ,Twitter, #RunForACause #SeniorSupport ,30.0,60.0,Canada,2023,7,20,17,Thursday,Evening,participated in a charity run proving that age is no barrier to supporting meaningful causes,Positive,"['#RunForACause', '#SeniorSupport']"
"Survived a challenging physics exam. Equations, you won't defeat me! ",2023-08-01 13:30:00, PhysicsWhizHighSchool ,Instagram, #PhysicsSurvivor #HighSchoolAdventures ,20.0,40.0,Usa,2023,8,1,13,Tuesday,Afternoon,survived a challenging physics exam equations you wont defeat me,Positive,"['#PhysicsSurvivor', '#HighSchoolAdventures']"
Exploring the world of coding. Debugging is an adventure on its own! #CodingJourney #HighSchoolCoder ,2023-08-02 14:45:00, CodeExplorerHighSchool ,Twitter, #CodingAdventure #HighSchoolCoderLife ,25.0,50.0,Uk,2023,8,2,14,Wednesday,Afternoon,exploring the world of coding debugging is an adventure on its own,Positive,"['#CodingAdventure', '#HighSchoolCoderLife']"
"Joined the school debate team. Words are my weapons, and I'm ready for battle! ",2023-08-03 12:15:00, DebateWarriorHighSchool ,Facebook, #DebateWarrior #HighSchoolDebater ,18.0,35.0,Canada,2023,8,3,12,Thursday,Afternoon,joined the school debate team words are my weapons and im ready for battle,Positive,"['#DebateWarrior', '#HighSchoolDebater']"
"Started a photography club at school. Capturing moments, one snapshot at a time! ",2023-08-04 16:30:00, PhotoClubHighSchool ,Instagram, #PhotographyClub #HighSchoolPhotographer ,22.0,45.0,Usa,2023,8,4,16,Friday,Afternoon,started a photography club at school capturing moments one snapshot at a time,Neutral,"['#PhotographyClub', '#HighSchoolPhotographer']"
"Daydreaming about the upcoming prom. The dress, the dance – it's a fairytale in the making! ",2023-08-05 19:45:00, PromDreamerHighSchool ,Twitter, #PromDreams #HighSchoolFairytale ,30.0,60.0,Canada,2023,8,5,19,Saturday,Evening,daydreaming about the upcoming prom the dress the dance  its a fairytale in the making,Neutral,"['#PromDreams', '#HighSchoolFairytale']"
Convinced the teacher to have class outdoors. Learning equations with a side of fresh air! ,2023-08-06 14:00:00, OutdoorClassHighSchool ,Facebook, #OutdoorClassroom #HighSchoolExplorer ,28.0,55.0,Usa,2023,8,6,14,Sunday,Afternoon,convinced the teacher to have class outdoors learning equations with a side of fresh air,Positive,"['#OutdoorClassroom', '#HighSchoolExplorer']"
"Accidentally spilled paint in art class. Abstract art, right? #ArtClassAdventures #HighSchoolArtist ",2023-08-07 19:45:00, PaintSpillHighSchool ,Instagram, #ArtisticMishaps #HighSchoolArt ,22.0,45.0,Uk,2023,8,7,19,Monday,Evening,accidentally spilled paint in art class abstract art right,Positive,"['#ArtisticMishaps', '#HighSchoolArt']"
Trying to master the perfect kickflip on my skateboard. Skating into the weekend like a pro! ,2023-08-08 16:00:00, SkateProHighSchool ,Twitter, #SkaterLife #HighSchoolSkater ,30.0,60.0,Canada,2023,8,8,16,Tuesday,Afternoon,trying to master the perfect kickflip on my skateboard skating into the weekend like a pro,Positive,"['#SkaterLife', '#HighSchoolSkater']"
Bonding with friends over the latest K-pop sensation. Fangirling at its finest! ,2023-08-09 22:30:00, KpopFangirlHighSchool ,Facebook, #KpopFangirl #HighSchoolMusic ,20.0,40.0,Usa,2023,8,9,22,Wednesday,Evening,bonding with friends over the latest kpop sensation fangirling at its finest,Positive,"['#KpopFangirl', '#HighSchoolMusic']"
Spent hours perfecting a chemistry experiment. Mixing potions like a wizard! ,2023-08-10 14:20:00, ChemistryWizardHighSchool ,Instagram, #ChemistryWizard #HighSchoolScientist ,28.0,55.0,Uk,2023,8,10,14,Thursday,Afternoon,spent hours perfecting a chemistry experiment mixing potions like a wizard,Neutral,"['#ChemistryWizard', '#HighSchoolScientist']"
Successfully organized a surprise birthday party for a friend. Party planning expert mode: Achieved! ,2023-08-11 18:45:00, BirthdayPartyPlannerHighSchool ,Twitter, #BirthdayParty #HighSchoolCelebration ,22.0,45.0,Canada,2023,8,11,18,Friday,Evening,successfully organized a surprise birthday party for a friend party planning expert mode achieved,Positive,"['#BirthdayParty', '#HighSchoolCelebration']"
"Joined the drama club to unleash my inner actor. Lights, camera, action! ",2023-08-12 13:45:00, DramaClubStarHighSchool ,Facebook, #DramaClubStar #HighSchoolActor ,25.0,50.0,Usa,2023,8,12,13,Saturday,Afternoon,joined the drama club to unleash my inner actor lights camera action,Neutral,"['#DramaClubStar', '#HighSchoolActor']"
Got my hands on the latest fantasy novel. Diving into realms of magic and adventure! ,2023-08-13 20:00:00, FantasyBookNerdHighSchool ,Instagram, #FantasyBookNerd #HighSchoolReader ,35.0,70.0,Uk,2023,8,13,20,Sunday,Evening,got my hands on the latest fantasy novel diving into realms of magic and adventure,Positive,"['#FantasyBookNerd', '#HighSchoolReader']"
Mastering the art of the perfect doodle during boring classes. Doodles: A+! ,2023-08-14 16:15:00, DoodleMasterHighSchool ,Twitter, #DoodleMaster #HighSchoolArt ,20.0,40.0,Usa,2023,8,14,16,Monday,Afternoon,mastering the art of the perfect doodle during boring classes doodles a,Neutral,"['#DoodleMaster', '#HighSchoolArt']"
Attempting to break the school record for the longest handstand. Wish me luck! ,2023-08-15 19:30:00, HandstandChallengeHighSchool ,Facebook, #HandstandChallenge #HighSchoolAthlete ,28.0,55.0,Canada,2023,8,15,19,Tuesday,Evening,attempting to break the school record for the longest handstand wish me luck,Neutral,"['#HandstandChallenge', '#HighSchoolAthlete']"
Sneaking snacks into class like a pro. The art of snack-smuggling is a sacred skill! ,2023-08-16 14:00:00, SnackSmugglerHighSchool ,Instagram, #SnackSmuggler #HighSchoolSnacks ,30.0,60.0,Usa,2023,8,16,14,Wednesday,Afternoon,sneaking snacks into class like a pro the art of snacksmuggling is a sacred skill,Neutral,"['#SnackSmuggler', '#HighSchoolSnacks']"
Hosting a sleepover with friends this weekend. Preparing for a night of laughter and memories! ,2023-08-17 22:15:00, SleepoverHostHighSchool ,Twitter, #SleepoverFun #HighSchoolMemories ,18.0,35.0,Uk,2023,8,17,22,Thursday,Evening,hosting a sleepover with friends this weekend preparing for a night of laughter and memories,Neutral,"['#SleepoverFun', '#HighSchoolMemories']"
"Spent hours on a TikTok dance, only to realize I have two left feet. Dance fail: Unleashed! ",2023-08-18 16:30:00, TikTokFailHighSchool ,Facebook, #DanceFail #HighSchoolTikTok ,25.0,50.0,Usa,2023,8,18,16,Friday,Afternoon,spent hours on a tiktok dance only to realize i have two left feet dance fail unleashed,Negative,"['#DanceFail', '#HighSchoolTikTok']"
Accidentally liked my crush's old photo while stalking their profile. Awkward level: Maximum! ,2023-08-19 19:45:00, SocialMediaBlunderHighSchool ,Instagram, #SocialMediaBlunder #HighSchoolAwkward ,22.0,45.0,Uk,2023,8,19,19,Saturday,Evening,accidentally liked my crushs old photo while stalking their profile awkward level maximum,Neutral,"['#SocialMediaBlunder', '#HighSchoolAwkward']"
Tried to impress my crush with a smooth conversation. Ended up spilling my drink. Smooth level: Nonexistent! ,2023-08-20 17:00:00, CrushFailHighSchool ,Twitter, #CrushFail #HighSchoolEmbarrassment ,30.0,60.0,Canada,2023,8,20,17,Sunday,Evening,tried to impress my crush with a smooth conversation ended up spilling my drink smooth level nonexistent,Positive,"['#CrushFail', '#HighSchoolEmbarrassment']"
Mastered the art of creating paper airplanes during lecture. Paper planes: Soaring to new heights! ,2023-08-21 15:45:00, PaperPlaneExpertHighSchool ,Instagram, #PaperPlaneExpert #HighSchoolArt ,15.0,30.0,Usa,2023,8,21,15,Monday,Afternoon,mastered the art of creating paper airplanes during lecture paper planes soaring to new heights,Positive,"['#PaperPlaneExpert', '#HighSchoolArt']"
Trying to set a new trend by juggling textbooks between classes. Academic juggling: A unique skill! ,2023-08-22 12:30:00, JugglingProHighSchool ,Facebook, #TextbookJuggling #HighSchoolSkills ,22.0,40.0,Canada,2023,8,22,12,Tuesday,Afternoon,trying to set a new trend by juggling textbooks between classes academic juggling a unique skill,Positive,"['#TextbookJuggling', '#HighSchoolSkills']"
Hiding a snack stash in my backpack for emergency cravings. Snack ninja mode: Activated! ,2023-08-23 16:45:00, SnackNinjaHighSchool ,Twitter, #SnackNinja #HighSchoolSnacks ,28.0,55.0,Usa,2023,8,23,16,Wednesday,Afternoon,hiding a snack stash in my backpack for emergency cravings snack ninja mode activated,Neutral,"['#SnackNinja', '#HighSchoolSnacks']"
Planning a surprise scavenger hunt for friends. Anticipating the thrill and excitement! ,2023-08-24 18:20:00, ScavengerHuntMasterHighSchool ,Instagram, #SurpriseAdventure #HighSchoolFun ,20.0,38.0,Uk,2023,8,24,18,Thursday,Evening,planning a surprise scavenger hunt for friends anticipating the thrill and excitement,Neutral,"['#SurpriseAdventure', '#HighSchoolFun']"
Danced in the rain to celebrate the end of exams. Rain dance: Unexpectedly refreshing! ,2023-08-25 14:15:00, RainDanceCelebrationHighSchool ,Facebook, #RainDance #HighSchoolJoy ,25.0,50.0,Canada,2023,8,25,14,Friday,Afternoon,danced in the rain to celebrate the end of exams rain dance unexpectedly refreshing,Positive,"['#RainDance', '#HighSchoolJoy']"
Accidentally sent a text meant for a friend to the class group chat. Texting fail: Oops moment! ,2023-08-26 17:30:00, GroupChatBlunderHighSchool ,Twitter, #TextingFail #HighSchoolAwkward ,18.0,35.0,Usa,2023,8,26,17,Saturday,Evening,accidentally sent a text meant for a friend to the class group chat texting fail oops moment,Negative,"['#TextingFail', '#HighSchoolAwkward']"
Tried a magic trick to impress classmates. Magic fail: Where did that rabbit go? ,2023-08-27 20:45:00, MagicFailHighSchool ,Instagram, #MagicFail #HighSchoolMagic ,22.0,45.0,Uk,2023,8,27,20,Sunday,Evening,tried a magic trick to impress classmates magic fail where did that rabbit go,Positive,"['#MagicFail', '#HighSchoolMagic']"
Perfecting the art of creating origami during a dull lecture. Origami mastery: A+! ,2023-08-28 16:00:00, OrigamiProHighSchool ,Twitter, #OrigamiMaster #HighSchoolArt ,18.0,36.0,Usa,2023,8,28,16,Monday,Afternoon,perfecting the art of creating origami during a dull lecture origami mastery a,Negative,"['#OrigamiMaster', '#HighSchoolArt']"
Attempting to set a new record for the most consecutive hacky sack kicks. Hacky sack skills: Unleashed! ,2023-08-29 13:45:00, HackySackChampionHighSchool ,Instagram, #HackySackChallenge #HighSchoolAthlete ,26.0,48.0,Canada,2023,8,29,13,Tuesday,Afternoon,attempting to set a new record for the most consecutive hacky sack kicks hacky sack skills unleashed,Positive,"['#HackySackChallenge', '#HighSchoolAthlete']"
Creating a secret handshake with friends. Friendship level: Expert! ,2023-08-30 17:30:00, SecretHandshakeHighSchool ,Facebook, #FriendshipGoals #HighSchoolMemories ,20.0,40.0,Usa,2023,8,30,17,Wednesday,Evening,creating a secret handshake with friends friendship level expert,Negative,"['#FriendshipGoals', '#HighSchoolMemories']"
Embarking on a mission to find the best burger joint in town. Burger connoisseur: Reporting for duty! ,2023-08-31 20:15:00, BurgerQuestHighSchool ,Twitter, #BurgerQuest #HighSchoolFoodie ,24.0,42.0,Uk,2023,8,31,20,Thursday,Evening,embarking on a mission to find the best burger joint in town burger connoisseur reporting for duty,Positive,"['#BurgerQuest', '#HighSchoolFoodie']"
Practicing a stand-up comedy routine for the upcoming talent show. Comedy gig: In the making! ,2023-09-01 14:45:00, ComedyGeniusHighSchool ,Instagram, #StandUpComedy #HighSchoolTalent ,21.0,39.0,Canada,2023,9,1,14,Friday,Afternoon,practicing a standup comedy routine for the upcoming talent show comedy gig in the making,Neutral,"['#StandUpComedy', '#HighSchoolTalent']"
Accidentally sent a love letter to the wrong person. Love note fail: Maximum embarrassment! ,2023-09-02 18:30:00, LoveLetterBlunderHighSchool ,Facebook, #LoveLetterFail #HighSchoolAwkward ,17.0,33.0,Usa,2023,9,2,18,Saturday,Evening,accidentally sent a love letter to the wrong person love note fail maximum embarrassment,Neutral,"['#LoveLetterFail', '#HighSchoolAwkward']"
Attempting to impress the teacher with an elaborate science experiment. Science geek mode: Activated! ,2023-09-03 22:00:00, ScienceExperimentProHighSchool ,Twitter, #ScienceGeek #HighSchoolExperiments ,23.0,44.0,Uk,2023,9,3,22,Sunday,Evening,attempting to impress the teacher with an elaborate science experiment science geek mode activated,Positive,"['#ScienceGeek', '#HighSchoolExperiments']"
Crafting intricate friendship bracelets for the whole squad. Friendship level: Expert weaver! ,2023-09-04 15:15:00, BraceletCraftsmanHighSchool ,Instagram, #FriendshipBracelets #HighSchoolCrafts ,19.0,37.0,Usa,2023,9,4,15,Monday,Afternoon,crafting intricate friendship bracelets for the whole squad friendship level expert weaver,Positive,"['#FriendshipBracelets', '#HighSchoolCrafts']"
Attempting to beat the record for the most consecutive cartwheels. Cartwheel challenge: Underway! ,2023-09-05 12:30:00, CartwheelMasterHighSchool ,Twitter, #CartwheelChallenge #HighSchoolAthlete ,27.0,52.0,Canada,2023,9,5,12,Tuesday,Afternoon,attempting to beat the record for the most consecutive cartwheels cartwheel challenge underway,Positive,"['#CartwheelChallenge', '#HighSchoolAthlete']"
Organizing a movie marathon with friends. Popcorn and cinematic adventures await! ,2023-09-06 16:45:00, MovieMarathonHostHighSchool ,Facebook, #MovieNight #HighSchoolMemories ,22.0,43.0,Uk,2023,9,6,16,Wednesday,Afternoon,organizing a movie marathon with friends popcorn and cinematic adventures await,Neutral,"['#MovieNight', '#HighSchoolMemories']"
Experimenting with a new hair color. A bold change for a bold semester! ,2023-09-07 18:20:00, HairColorExperimentHighSchool ,Instagram, #HairExperiment #HighSchoolStyle ,20.0,39.0,Usa,2023,9,7,18,Thursday,Evening,experimenting with a new hair color a bold change for a bold semester,Positive,"['#HairExperiment', '#HighSchoolStyle']"
Building a time capsule to capture memories for the future. Time-traveling emotions! ,2023-09-08 14:15:00, TimeCapsuleCreatorHighSchool ,Facebook, #TimeCapsule #HighSchoolNostalgia ,26.0,48.0,Canada,2023,9,8,14,Friday,Afternoon,building a time capsule to capture memories for the future timetraveling emotions,Neutral,"['#TimeCapsule', '#HighSchoolNostalgia']"
Accidentally walked into the wrong classroom on the first day. Classroom mix-up: Awkward start! ,2023-09-09 17:30:00, ClassroomBlunderHighSchool ,Twitter, #FirstDayOops #HighSchoolEmbarrassment ,16.0,32.0,Usa,2023,9,9,17,Saturday,Evening,accidentally walked into the wrong classroom on the first day classroom mixup awkward start,Negative,"['#FirstDayOops', '#HighSchoolEmbarrassment']"
Trying out a new smoothie recipe for a healthy start to the week. Smoothie enthusiast: Level up! ,2023-09-10 20:45:00, SmoothieConnoisseurHighSchool ,Instagram, #HealthyLiving #HighSchoolWellness ,23.0,42.0,Uk,2023,9,10,20,Sunday,Evening,trying out a new smoothie recipe for a healthy start to the week smoothie enthusiast level up,Positive,"['#HealthyLiving', '#HighSchoolWellness']"
